Text,Types,Tokens,Sentences,Article,Date,Category,Sentiment,anger,trust,disgust,joy,fear,sadness,anticipation
Picking a GOP running mate is suddenly a_2016-03-21_Politics.txt,287,512,24,Picking a GOP running mate is suddenly a,16881,Politics,-3,4,10,4,4,9,4,6
Platypus Twins_2016-03-21_News.txt,137,203,13,Platypus Twins,16881,News,0,3,4,2,2,6,3,3
Plutos unprecedented ice provinces and other surprises from NASAs New Horizons_2016-03-18_News.txt,502,1011,52,Plutos unprecedented ice provinces and other surprises from NASAs New Horizons,16878,News,23,4,17,4,10,7,1,16
Poisonous lands  Pennsylvania prison built next to toxic dump_2016-02-25_News.txt,467,1051,58,Poisonous lands  Pennsylvania prison built next to toxic dump,16856,News,-29,15,20,19,2,25,23,10
Police  Mall Easter bunny father scuffle after child slips - Hickory Daily Record_2016-03-21_News.txt,56,80,8,Police  Mall Easter bunny father scuffle after child slips - Hickory Daily Record,16881,News,8,0,3,0,2,0,0,2
Police officer  Trump protesters were the most hateful evil people Ive ever seen_2016-03-21_News.txt,487,1166,66,Police officer  Trump protesters were the most hateful evil people Ive ever seen,16881,News,-46,24,30,9,15,23,15,14
Police officer shot and killed in NJ - FOX 10 News Phoenix_2016-03-21_News.txt,126,188,10,Police officer shot and killed in NJ - FOX 10 News Phoenix,16881,News,-12,4,9,2,1,5,7,3
Pres. Obama lays wreath at Cuban memorial_2016-03-21_Politics.txt,38,43,4,Pres. Obama lays wreath at Cuban memorial,16881,Politics,1,0,0,0,1,0,0,0
President Brings GOOGLE Gifts to Havana_2016-03-21_News.txt,65,87,5,President Brings GOOGLE Gifts to Havana,16881,News,-1,0,3,0,1,0,0,3
President Obama and Raul Castro make history_2016-03-21_Politics.txt,23,25,3,President Obama and Raul Castro make history,16881,Politics,0,0,1,0,0,0,0,0
President Obamas historic visit to Cuba in 5 incredible photos_2016-03-21_News.txt,285,512,25,President Obamas historic visit to Cuba in 5 incredible photos,16881,News,-1,8,14,3,7,11,5,10
Presumed dead wild Atlantic salmon return to the Connecticut River_2016-02-23_News.txt,590,1434,74,Presumed dead wild Atlantic salmon return to the Connecticut River,16854,News,5,5,16,4,11,14,14,17
Preventing Americas Looming Fiscal Crisis with a Balanced Budget Amendment_2016-03-19_Politics.txt,43,48,3,Preventing Americas Looming Fiscal Crisis with a Balanced Budget Amendment,16879,Politics,3,0,4,0,0,0,0,2
Preventing Crime for Pennies on the Dollar_2016-03-11_Business.txt,109,142,8,Preventing Crime for Pennies on the Dollar,16871,Business,-8,4,2,0,2,2,3,5
Priceline Strikes Deal With Cuba to Let Americans Book Hotels_2016-03-21_Business.txt,244,417,22,Priceline Strikes Deal With Cuba to Let Americans Book Hotels,16881,Business,6,3,15,1,3,3,1,4
Prisons of Appalachia  Kentucky town hopes new facility can boost economy_2016-02-24_News.txt,448,985,61,Prisons of Appalachia  Kentucky town hopes new facility can boost economy,16855,News,7,11,25,5,14,9,10,16
Protesters Denounce Brooklyn Yeshiva For Employing Alleged Child Abusers_2016-03-21_News.txt,412,828,49,Protesters Denounce Brooklyn Yeshiva For Employing Alleged Child Abusers,16881,News,-22,17,15,4,7,14,15,14
Public action needed to slow rising seas experts say_2016-02-23_News.txt,321,635,23,Public action needed to slow rising seas experts say,16854,News,-9,4,18,1,5,9,3,12
Q. and A.  Noah Bean on Portraying David Bowie_2016-03-21_News.txt,436,1006,66,Q. and A.  Noah Bean on Portraying David Bowie,16881,News,28,8,19,5,13,13,10,15
Qatar Offshore Rig Catches Fire 6 Workers Injured_2016-03-21_News.txt,191,353,20,Qatar Offshore Rig Catches Fire 6 Workers Injured,16881,News,-10,5,5,1,0,6,4,1
Queen Serena Williams Slams Sexist Tennis Officials Misogynistic Nonsense_2016-03-21_News.txt,258,496,26,Queen Serena Williams Slams Sexist Tennis Officials Misogynistic Nonsense,16881,News,11,3,12,2,8,6,0,12
Race and justice in Oklahoma  Natives struggle to overcome disparity_2016-02-24_News.txt,260,470,25,Race and justice in Oklahoma  Natives struggle to overcome disparity,16855,News,-24,15,12,9,4,17,11,4
Ramon Castro Fidels older brother dies at 91_2016-02-24_News.txt,362,685,34,Ramon Castro Fidels older brother dies at 91,16855,News,6,10,19,2,11,12,8,11
Rare comet twins to zip past Earth_2016-03-21_News.txt,208,415,18,Rare comet twins to zip past Earth,16881,News,8,2,8,1,3,3,0,5
Read Hillary Clintons Speech to AIPAC_2016-03-21_News.txt,1076,3401,233,Read Hillary Clintons Speech to AIPAC,16881,News,31,51,85,17,40,66,27,50
Record 16-foot python among 2000 pounds of snakes recently bagged in southwest Fla._2016-03-19_News.txt,142,195,9,Record 16-foot python among 2000 pounds of snakes recently bagged in southwest Fla.,16879,News,4,1,4,1,3,2,0,4
Renew your passport now and beat the 2017 crowd_2016-03-21_News.txt,412,933,55,Renew your passport now and beat the 2017 crowd,16881,News,-8,7,13,5,8,12,10,16
Report  App search is fatally flawed and optimizing for keywords isnt the answer_2016-03-21_Business.txt,385,795,30,Report  App search is fatally flawed and optimizing for keywords isnt the answer,16881,Business,33,3,29,2,13,3,3,16
Researchers recover bronze bell once housed on Japanese WWII sub_2016-03-21_News.txt,247,467,23,Researchers recover bronze bell once housed on Japanese WWII sub,16881,News,5,3,11,3,6,6,5,11
Richard Sherman on Roger Goodell  Hes just a face. Hes just a suit_2016-03-21_News.txt,163,291,18,Richard Sherman on Roger Goodell  Hes just a face. Hes just a suit,16881,News,8,1,12,1,2,2,0,2
Rise of the machines  The danger of autonomous weapons - Fox News_2016-03-21_News.txt,471,1138,57,Rise of the machines  The danger of autonomous weapons - Fox News,16881,News,-7,16,32,5,8,27,9,14
RNC Chair Reince Priebus blames CNN coverage of GOP violence for GOP violence  You create an environment in which Trump supporters turn on fellow Americans_2016-03-21_News.txt,105,165,5,RNC Chair Reince Priebus blames CNN coverage of GOP violence for GOP violence  You create an environment in which Trump supporters turn on fellow Americans,16881,News,-4,2,4,0,1,2,1,2
Robot war  Rise of the machines _2016-03-21_News.txt,471,1138,57,Robot war  Rise of the machines ,16881,News,-7,16,32,5,8,27,9,14
Roy Hodgson calls up Tom Heaton to England squad as Joe Hart replacement_2016-03-21_News.txt,219,362,20,Roy Hodgson calls up Tom Heaton to England squad as Joe Hart replacement,16881,News,-7,3,11,0,3,5,7,4
Rubio in Florida  The underdogs will win_2016-03-02_Politics.txt,155,314,22,Rubio in Florida  The underdogs will win,16862,Politics,15,3,6,3,2,5,4,5
Rubio Needs to Drop Out Now_2016-03-09_Politics.txt,297,603,29,Rubio Needs to Drop Out Now,16869,Politics,16,8,10,5,9,6,12,10
Runs in the Family_2016-03-21_News.txt,1951,6188,349,Runs in the Family,16881,News,-64,68,87,41,54,82,69,78
Russia warns the US that it will start using force in response to ceasefire violations in Syria_2016-03-21_Business.txt,125,215,10,Russia warns the US that it will start using force in response to ceasefire violations in Syria,16881,Business,-5,3,9,1,1,6,2,5
Russia warns US over Syria violations_2016-03-21_News.txt,267,529,24,Russia warns US over Syria violations,16881,News,-19,9,13,3,3,8,4,8
Russias Social Media vs. the Kremlins Domestic Information War_2016-02-24_Politics.txt,550,1078,41,Russias Social Media vs. the Kremlins Domestic Information War,16855,Politics,-20,14,25,9,12,18,8,16
Salah Abdeslam Suspect in Paris Attacks Arrested in Belgium_2016-03-18_Politics.txt,130,182,11,Salah Abdeslam Suspect in Paris Attacks Arrested in Belgium,16878,Politics,-12,6,7,4,2,11,7,4
Sanders American Dream is in Denmark_2016-03-21_Politics.txt,813,2208,108,Sanders American Dream is in Denmark,16881,Politics,29,13,44,4,23,24,15,30
Sanders surges in West Virginia as one-time favorite Clinton falters_2016-02-23_News.txt,320,621,32,Sanders surges in West Virginia as one-time favorite Clinton falters,16854,News,0,9,15,4,4,8,8,7
Sanity for Over-achieving Entrepreneurs  3 Easy Steps_2016-03-21_News.txt,268,657,47,Sanity for Over-achieving Entrepreneurs  3 Easy Steps,16881,News,10,6,15,2,11,8,8,12
Savchenko trial  Russian court gives verdict on Ukraine pilot - BBC News_2016-03-21_News.txt,315,659,31,Savchenko trial  Russian court gives verdict on Ukraine pilot - BBC News,16881,News,-31,17,13,11,5,22,14,11
School Supplies_2016-03-21_News.txt,440,808,46,School Supplies,16881,News,7,4,18,4,11,5,9,16
Scientists actually modeled how a zombie invasion would play out in the US_2016-03-21_News.txt,357,680,34,Scientists actually modeled how a zombie invasion would play out in the US,16881,News,5,6,15,3,8,11,9,15
Scientists are criticizing 2 popular journals for publishing junk science_2016-03-21_Business.txt,938,2201,112,Scientists are criticizing 2 popular journals for publishing junk science,16881,Business,-25,36,72,21,24,40,30,37
SCOTUS declines to referee state pot disputes_2016-03-21_Politics.txt,186,324,17,SCOTUS declines to referee state pot disputes,16881,Politics,-16,12,10,3,4,12,9,4
Sea cucumbers a fragile fading source of income for Sierra Leones divers_2016-02-24_News.txt,412,876,41,Sea cucumbers a fragile fading source of income for Sierra Leones divers,16855,News,14,1,30,3,10,4,7,13
Seared by climate change Nicaraguas small farmers face food crisis_2016-02-24_News.txt,311,615,33,Seared by climate change Nicaraguas small farmers face food crisis,16855,News,-27,3,7,3,5,9,7,7
Security giants earn huge windfalls from surveillance-industrial complex_2016-02-23_News.txt,608,1211,52,Security giants earn huge windfalls from surveillance-industrial complex,16854,News,12,11,27,5,8,21,4,13
Senate Republicans rule out action on Obama high court pick_2016-02-23_News.txt,337,680,33,Senate Republicans rule out action on Obama high court pick,16854,News,-2,11,21,3,6,14,10,14
Serena Williams blasts tournament CEO for saying women should get on their knees to thank male players for sports popularity_2016-03-21_Business.txt,276,543,28,Serena Williams blasts tournament CEO for saying women should get on their knees to thank male players for sports popularity,16881,Business,4,7,11,4,5,3,6,7
Serena Williams shuts down sexist invitation to go down every night on her knees to thank mens tennis_2016-03-21_News.txt,312,605,33,Serena Williams shuts down sexist invitation to go down every night on her knees to thank mens tennis,16881,News,16,6,10,4,7,5,1,10
SF declares tent city of homeless is health hazard_2016-02-24_News.txt,192,355,17,SF declares tent city of homeless is health hazard,16855,News,7,3,14,5,4,6,3,6
Shark Tank Host Robert Herjavec  Why We Invest in What We Dont Know_2016-03-21_Business.txt,27,34,2,Shark Tank Host Robert Herjavec  Why We Invest in What We Dont Know,16881,Business,0,0,1,0,0,0,0,0
Sheraton-Owner Starwood Accepts Higher Takeover Offer From Marriott_2016-03-21_Business.txt,201,342,19,Sheraton-Owner Starwood Accepts Higher Takeover Offer From Marriott,16881,Business,19,2,10,0,6,2,1,6
Sheriff  Toddler burned after mom put child in oven_2016-03-21_News.txt,178,308,21,Sheriff  Toddler burned after mom put child in oven,16881,News,-6,2,9,1,6,5,5,4
Sheriff Arpaio talks Trump   Tent City jail_2016-03-21_Politics.txt,46,52,4,Sheriff Arpaio talks Trump   Tent City jail,16881,Politics,-7,2,1,0,0,3,2,0
Sheriffs rip Obama silence on murdered police  He backs those that kill us_2016-03-21_News.txt,296,553,23,Sheriffs rip Obama silence on murdered police  He backs those that kill us,16881,News,-6,8,19,2,5,12,11,8
Sherwin-Williams Paint Company to Buy Rival Valspar for $9.3 Billion_2016-03-21_Business.txt,277,483,27,Sherwin-Williams Paint Company to Buy Rival Valspar for $9.3 Billion,16881,Business,18,2,18,4,8,3,4,9
Should Your Company Try a  Work From Anywhere Week _2016-03-21_Business.txt,289,540,26,Should Your Company Try a  Work From Anywhere Week ,16881,Business,29,2,9,0,8,2,1,9
Showtimes Shameless -- Ian Gallagher and Me_2016-03-21_News.txt,374,721,33,Showtimes Shameless -- Ian Gallagher and Me,16881,News,-7,19,25,15,13,23,22,14
Sidebar  John Roberts Criticized Supreme Court Confirmation Process Before There Was a Vacancy_2016-03-21_News.txt,391,935,48,Sidebar  John Roberts Criticized Supreme Court Confirmation Process Before There Was a Vacancy,16881,News,-8,9,29,4,4,12,8,11
Simulating the Origins of Life_2016-03-21_News.txt,531,1326,84,Simulating the Origins of Life,16881,News,28,5,11,2,5,4,3,16
Slide Show  President Obamas landmark visit to Havana Cuba in pictures_2016-03-21_News.txt,133,202,9,Slide Show  President Obamas landmark visit to Havana Cuba in pictures,16881,News,4,3,5,0,0,4,2,5
Small businesses for Trump  Just get somebody different in there_2016-02-25_News.txt,581,1295,85,Small businesses for Trump  Just get somebody different in there,16856,News,23,13,43,12,22,16,18,25
Smugglers work on the dark side of Rwandas plastic bag ban_2016-02-25_News.txt,395,780,38,Smugglers work on the dark side of Rwandas plastic bag ban,16856,News,-15,8,18,7,14,19,8,14
Snowy photos from winters hopefully last hurrah in Washington D.C._2016-03-21_News.txt,33,39,4,Snowy photos from winters hopefully last hurrah in Washington D.C.,16881,News,1,0,0,0,0,0,0,2
Sound   Fury_2016-03-21_News.txt,202,368,27,Sound   Fury,16881,News,-12,12,14,2,7,13,12,13
Sports Direct founder Mike Ashley snubs call to face MPs_2016-03-21_News.txt,384,809,29,Sports Direct founder Mike Ashley snubs call to face MPs,16881,News,-31,12,14,6,4,15,10,11
Sports Marketing - More Than Just A Hunting Ground For Male Consumers_2016-03-21_News.txt,432,905,55,Sports Marketing - More Than Just A Hunting Ground For Male Consumers,16881,News,47,4,20,3,12,7,5,12
Spring snowstorm hits Northeast_2016-03-21_News.txt,236,394,25,Spring snowstorm hits Northeast,16881,News,-3,1,6,0,6,2,3,10
Startups Creating Jobs in the United States Around the World  and Now in Cuba_2016-03-20_Business.txt,620,1413,72,Startups Creating Jobs in the United States Around the World  and Now in Cuba,16880,Business,39,9,32,6,8,11,7,18
Starwood Signs First U.S.-Cuba Hotel Deal Since 1959 Revolution_2016-03-21_Business.txt,248,411,24,Starwood Signs First U.S.-Cuba Hotel Deal Since 1959 Revolution,16881,Business,3,8,11,3,6,9,1,6
Stay or Go  Cuban Entrepreneurs Divided on Where to Stake Futures_2016-03-21_News.txt,466,944,48,Stay or Go  Cuban Entrepreneurs Divided on Where to Stake Futures,16881,News,1,4,23,3,11,12,8,12
STOCK WATCH_2016-03-21_News.txt,18,18,1,STOCK WATCH,16881,News,4,0,3,0,2,1,1,2
Stocks drift between small gains and losses in early trade_2016-03-21 2_News.txt,206,325,22,Stocks drift between small gains and losses in early trade,16881,News,8,2,6,4,3,3,3,7
Stocks Drift Between Small Gains and Losses in Early Trade_2016-03-21_News.txt,12,12,1,Stocks Drift Between Small Gains and Losses in Early Trade,16881,News,2,1,2,1,1,2,0,1
Strategic Humor  Cartoons from the April 2016 Issue_2016-03-21_Business.txt,96,149,15,Strategic Humor  Cartoons from the April 2016 Issue,16881,Business,14,0,3,2,3,0,1,4
Street robbery leads to car chase and crash then a manhunt in East Hollywood_2016-03-21_News.txt,155,244,18,Street robbery leads to car chase and crash then a manhunt in East Hollywood,16881,News,-4,2,7,3,0,10,6,3
Strollers on Campus_2016-03-21_News.txt,470,1161,46,Strollers on Campus,16881,News,28,6,27,1,22,6,8,23
STUDY  No Evidence Standing At Desk Healthier Than Sitting_2016-03-21_News.txt,248,438,37,STUDY  No Evidence Standing At Desk Healthier Than Sitting,16881,News,1,4,7,2,6,4,5,10
Suicide bomber had ISIS links says Turkish official_2016-03-20_News.txt,117,175,11,Suicide bomber had ISIS links says Turkish official,16880,News,-18,5,3,2,1,8,4,2
Superglue Lets Girl Finally Walk Without Pain_2016-03-21_News.txt,331,747,44,Superglue Lets Girl Finally Walk Without Pain,16881,News,1,7,13,4,10,21,14,13
Supply shortage hits home sales in February - Salt Lake Tribune_2016-03-21_News.txt,235,422,21,Supply shortage hits home sales in February - Salt Lake Tribune,16881,News,-4,3,11,3,5,6,6,7
Supreme Court Agrees to Hear Samsung-Apple iPhone Patent Fight_2016-03-21_Business.txt,246,441,21,Supreme Court Agrees to Hear Samsung-Apple iPhone Patent Fight,16881,Business,5,5,9,1,4,6,4,5
Supreme Court Almost Ruled That Stun Guns Are Protected By The Second Amendment_2016-03-21_News.txt,272,522,19,Supreme Court Almost Ruled That Stun Guns Are Protected By The Second Amendment,16881,News,-7,12,15,5,5,15,5,6
Supreme Court Declines to Hear Challenge to Colorados Marijuana Laws_2016-03-21_Politics.txt,397,907,45,Supreme Court Declines to Hear Challenge to Colorados Marijuana Laws,16881,Politics,-13,17,19,6,7,21,10,12
Supreme Court questions Massachusetts ban on stun guns_2016-03-21_News.txt,303,634,30,Supreme Court questions Massachusetts ban on stun guns,16881,News,10,10,16,3,4,14,7,8
Supreme Court rejects challenge to Colorado marijuana law from other states - Los Angeles Times_2016-03-21_News.txt,307,557,33,Supreme Court rejects challenge to Colorado marijuana law from other states - Los Angeles Times,16881,News,-6,10,16,4,6,12,8,12
Supreme Court rejects challenge to Colorado marijuana law from other states_2016-03-21_News.txt,307,557,33,Supreme Court rejects challenge to Colorado marijuana law from other states,16881,News,-6,10,16,4,6,12,8,12
Supreme Court rejects states challenge to Colorado pot law_2016-03-21_News.txt,80,112,6,Supreme Court rejects states challenge to Colorado pot law,16881,News,-3,4,5,1,3,3,1,3
Supreme court rejects states efforts to overturn Colorado marijuana law_2016-03-21_News.txt,140,229,12,Supreme court rejects states efforts to overturn Colorado marijuana law,16881,News,-12,12,7,5,2,11,4,7
Supreme Court suggests 2nd Amendment protects carrying a stun gun_2016-03-21_News.txt,228,377,20,Supreme Court suggests 2nd Amendment protects carrying a stun gun,16881,News,7,10,15,2,5,13,9,10
Supreme Court to Hear Samsung Appeal on Apple Patent Award_2016-03-21_Business.txt,330,738,30,Supreme Court to Hear Samsung Appeal on Apple Patent Award,16881,Business,15,9,20,3,5,6,6,11
Supreme Court to Hear Samsung Appeal on Apple Patent Award_2016-03-21_Politics.txt,330,738,30,Supreme Court to Hear Samsung Appeal on Apple Patent Award,16881,Politics,15,9,20,3,5,6,6,11
Supreme Court Will Hear Apple-Samsung Patent Case - Fortune_2016-03-21_News.txt,76,106,8,Supreme Court Will Hear Apple-Samsung Patent Case - Fortune,16881,News,7,0,7,0,3,0,0,2
Syria crisis talks  What the diplomats REALLY think_2016-03-20_News.txt,326,665,39,Syria crisis talks  What the diplomats REALLY think,16880,News,14,8,19,2,8,15,8,12
Talking to the Man Who Reinvented the Wheelchair_2016-03-21_News.txt,429,979,59,Talking to the Man Who Reinvented the Wheelchair,16881,News,17,6,15,5,9,10,11,13
Tech Tip  Putting Your Twitter Feed Back in Chronological Order_2016-03-21_Business.txt,138,277,15,Tech Tip  Putting Your Twitter Feed Back in Chronological Order,16881,Business,9,0,5,0,1,0,1,1
Ted Cruz Endorsed By Senator Who Joked About Murdering Ted Cruz_2016-03-17_Politics.txt,128,181,10,Ted Cruz Endorsed By Senator Who Joked About Murdering Ted Cruz,16877,Politics,0,3,9,5,5,4,5,5
Teenage girls sent us urine samples in Charlie perfume bottles_2016-03-21_News.txt,484,919,67,Teenage girls sent us urine samples in Charlie perfume bottles,16881,News,29,11,32,3,26,10,10,24
Telecom Italia CEO quits after boardroom dispute_2016-03-21_News.txt,90,134,6,Telecom Italia CEO quits after boardroom dispute,16881,News,-3,1,5,0,4,0,1,7
Ten Keys to Grade the Symbolism and Substance of Obamas Historic Visit to Cuba Part I_2016-03-21_News.txt,598,1298,55,Ten Keys to Grade the Symbolism and Substance of Obamas Historic Visit to Cuba Part I,16881,News,41,12,42,9,20,19,8,25
Tennis star slams CEO over sexist remarks_2016-03-21_Politics.txt,240,459,25,Tennis star slams CEO over sexist remarks,16881,Politics,-13,8,11,5,5,5,7,6
Tents could house 2022 World Cup fans_2016-03-21_News.txt,83,117,7,Tents could house 2022 World Cup fans,16881,News,5,1,4,1,2,1,1,2
Terminally ill comedian Quincy Jones lands stand-up special at HBO_2016-03-21_News.txt,139,222,14,Terminally ill comedian Quincy Jones lands stand-up special at HBO,16881,News,5,2,6,1,7,2,4,8
Texas A #038 M pulls off the biggest March Madness miracle ever_2016-03-21_News.txt,227,398,27,Texas A #038 M pulls off the biggest March Madness miracle ever,16881,News,15,4,11,1,10,4,3,10
The 10 cities with the worst air pollution in the world have air thats up to 15 times dirtier than what is considered healthy_2016-03-21_Business.txt,106,152,8,The 10 cities with the worst air pollution in the world have air thats up to 15 times dirtier than what is considered healthy,16881,Business,-1,2,3,4,3,3,4,4
The 15 Best Podcasts for Entrepreneurs_2016-03-21_Business.txt,389,807,71,The 15 Best Podcasts for Entrepreneurs,16881,Business,47,2,22,2,16,7,9,18
The 3 plays in sports everybody will be talking about today_2016-03-21_Business.txt,139,229,14,The 3 plays in sports everybody will be talking about today,16881,Business,7,4,4,1,5,6,3,6
The 7 Biggest Marketing Mistakes Every Startup Makes_2016-03-21_Business.txt,466,1084,74,The 7 Biggest Marketing Mistakes Every Startup Makes,16881,Business,5,9,27,3,17,9,9,26
The Anatomy of a Heroin Relapse_2016-03-21_News.txt,1208,3930,192,The Anatomy of a Heroin Relapse,16881,News,-71,49,55,37,40,63,63,43
The Best Way to Take a Compliment_2016-03-21_Business.txt,251,590,52,The Best Way to Take a Compliment,16881,Business,43,5,11,4,12,6,7,13
The Biggest Mistake Youre Making When Removing Makeup_2016-03-21_News.txt,262,480,24,The Biggest Mistake Youre Making When Removing Makeup,16881,News,-7,5,9,6,5,7,8,7
The cancer cluster of Piketon Ohio_2016-02-25_News.txt,479,1106,56,The cancer cluster of Piketon Ohio,16856,News,-19,14,29,8,12,23,17,16
The Case for Writing-In Bernie Sanders If Hillary Clinton Is the Democratic Nominee_2016-03-21_News.txt,591,1406,77,The Case for Writing-In Bernie Sanders If Hillary Clinton Is the Democratic Nominee,16881,News,-22,22,34,21,14,30,23,15
The Continuing Battle for Human Rights in Russia_2016-03-03_Politics.txt,500,1063,41,The Continuing Battle for Human Rights in Russia,16863,Politics,-23,25,34,19,10,28,22,13
The Day  Celebrating spring  Trump protester punched at Tucson rally_2016-03-21_News.txt,33,39,4,The Day  Celebrating spring  Trump protester punched at Tucson rally,16881,News,1,0,0,0,0,0,0,2
The disabled models of New York Fashion Week_2016-02-25_News.txt,472,1191,66,The disabled models of New York Fashion Week,16856,News,48,4,30,1,31,7,7,22
The Donald Trump C-List Cabinet Generator_2016-03-08_Politics.txt,118,160,10,The Donald Trump C-List Cabinet Generator,16868,Politics,11,5,10,2,5,4,2,7
The End of Research in Wisconsin_2016-03-21_News.txt,480,956,48,The End of Research in Wisconsin,16881,News,-4,13,33,8,15,13,16,22
The Fed  Feds Williams open to interest rate hike in April or June_2016-03-21_News.txt,117,199,9,The Fed  Feds Williams open to interest rate hike in April or June,16881,News,13,1,11,1,2,1,0,4
The foreign policy experts who will flock to Trump should scare you_2016-03-21_News.txt,473,954,61,The foreign policy experts who will flock to Trump should scare you,16881,News,19,6,33,6,12,13,6,21
The former CFO at Valeant accused of improper conduct is not going quietly_2016-03-21_Business.txt,172,432,17,The former CFO at Valeant accused of improper conduct is not going quietly,16881,Business,13,2,13,2,6,3,1,9
The Good Wife recap  Sex guns and new life paths_2016-03-21_News.txt,438,883,43,The Good Wife recap  Sex guns and new life paths,16881,News,-4,13,28,9,13,18,14,18
The Great Barrier Reef Is Losing Coral Thanks To Record-High Temperatures_2016-03-21_Politics.txt,256,513,20,The Great Barrier Reef Is Losing Coral Thanks To Record-High Temperatures,16881,Politics,-10,10,11,5,4,11,5,6
The Industries That Are Being Disrupted the Most by Digital_2016-03-21_Business.txt,440,952,57,The Industries That Are Being Disrupted the Most by Digital,16881,Business,5,5,18,0,8,6,5,15
The Key Characteristics of Extraordinarily Successful People_2016-03-21_Business.txt,22,22,2,The Key Characteristics of Extraordinarily Successful People,16881,Business,2,0,0,0,0,0,0,0
The Latest  Early voting begins ahead of Wisconsin primary_2016-03-21_News.txt,1004,2962,208,The Latest  Early voting begins ahead of Wisconsin primary,16881,News,-14,34,53,13,33,36,20,38
The Latest  France Belgium Work on Scores of Terror Cases_2016-03-21_News.txt,12,12,1,The Latest  France Belgium Work on Scores of Terror Cases,16881,News,2,1,2,1,1,2,0,1
The Latest  Hollande to meet with Paris attack victims_2016-03-21_News.txt,390,851,46,The Latest  Hollande to meet with Paris attack victims,16881,News,-14,12,19,4,7,16,8,11
The Latest  Obama Praises Cubans Passion for Liberty_2016-03-21_News.txt,12,12,1,The Latest  Obama Praises Cubans Passion for Liberty,16881,News,2,1,2,1,1,2,0,1
The Latest  Revolution Plaza 1st Stop for Obama_2016-03-21_News.txt,12,12,1,The Latest  Revolution Plaza 1st Stop for Obama,16881,News,2,1,2,1,1,2,0,1
The Life Biz_2016-03-21_News.txt,978,2748,154,The Life Biz,16881,News,79,16,65,10,40,22,20,41
The Link Between Income Inequality and Physical Pain_2016-03-21_Business.txt,434,969,50,The Link Between Income Inequality and Physical Pain,16881,Business,1,10,24,3,6,18,14,13
The lone survivor of an ISIS massacre has given a chilling eyewitness account of the attack_2016-03-21_Business.txt,208,428,23,The lone survivor of an ISIS massacre has given a chilling eyewitness account of the attack,16881,Business,-19,5,13,2,8,12,8,6
The Mail_2016-03-21_News.txt,330,552,28,The Mail,16881,News,15,8,26,4,8,14,6,13
The Man With No Money_2016-03-21_News.txt,388,1035,68,The Man With No Money,16881,News,0,15,23,14,15,17,19,19
The money trail for one of the biggest cybercrimes in history has gone cold in the Philippines_2016-03-21_Business.txt,513,1079,52,The money trail for one of the biggest cybercrimes in history has gone cold in the Philippines,16881,Business,-25,18,26,10,8,20,8,19
The Mutual Dependence of Donald Trump and the News Media - New York Times_2016-03-21_News.txt,509,1027,55,The Mutual Dependence of Donald Trump and the News Media - New York Times,16881,News,11,16,21,5,15,14,14,17
The New Fight  Cuba and the Movement for Democracy_2016-02-10_Politics.txt,838,2379,81,The New Fight  Cuba and the Movement for Democracy,16841,Politics,18,27,54,14,20,29,24,33
The New York Post  Goldman Sachs probed in alleged rigging of Treasury market_2016-03-21_News.txt,248,487,21,The New York Post  Goldman Sachs probed in alleged rigging of Treasury market,16881,News,-14,6,16,1,3,6,4,6
The next housing crisis is here XHB_2016-03-21_Business.txt,462,1029,40,The next housing crisis is here XHB,16881,Business,14,10,22,6,12,16,11,18
The NFL is taking a long hard look at the stickiness of gloves_2016-03-21_News.txt,377,853,52,The NFL is taking a long hard look at the stickiness of gloves,16881,News,45,4,17,2,12,4,4,16
The No-Tipping Point_2016-03-10_Business.txt,1538,7380,461,The No-Tipping Point,16870,Business,65,27,92,19,51,33,45,58
The Obamas enjoy rain-soaked tour of Cubas Old Havana  video_2016-03-21_News.txt,64,77,2,The Obamas enjoy rain-soaked tour of Cubas Old Havana  video,16881,News,2,1,2,1,1,2,2,1
The Passion  Jesus Final Hours as Halftime Show_2016-03-21_News.txt,433,725,28,The Passion  Jesus Final Hours as Halftime Show,16881,News,14,9,19,7,14,9,11,20
The Passion Was a Pep Rally Version of Jesus Death_2016-03-21_News.txt,329,627,28,The Passion Was a Pep Rally Version of Jesus Death,16881,News,-6,15,26,6,14,17,19,13
The Perfect Fit_2016-03-21_News.txt,1038,3232,208,The Perfect Fit,16881,News,-27,24,48,27,27,28,39,35
The Power of the Three-Item To-Do List_2016-03-21_News.txt,221,482,21,The Power of the Three-Item To-Do List,16881,News,41,1,12,0,7,3,0,10
The President Can Go to Cuba and Now You Can Too_2016-03-21_Business.txt,506,1079,75,The President Can Go to Cuba and Now You Can Too,16881,Business,18,10,35,5,12,11,5,18
The rapid DNA revolution_2016-02-24_News.txt,704,1647,64,The rapid DNA revolution,16855,News,-25,17,37,12,10,26,13,17
The Religious Right Is in a Battle for Souls and Its Losing to Donald Trump_2016-03-15_Politics.txt,535,1024,70,The Religious Right Is in a Battle for Souls and Its Losing to Donald Trump,16875,Politics,-17,21,28,9,15,17,20,22
The Renegade Woman Who Sorted the Stars_2016-03-21_News.txt,396,819,38,The Renegade Woman Who Sorted the Stars,16881,News,7,4,22,1,11,4,4,14
The Republicans SCOTUS obstruction proves that things are only going to get worse in Washington_2016-03-21_News.txt,363,713,26,The Republicans SCOTUS obstruction proves that things are only going to get worse in Washington,16881,News,4,10,27,3,8,13,7,16
