"","Text","Types","Tokens","Sentences","Article","Date","Category","Trump","Clinton","Cruz","Sanders","Kasich","Sentiment"
"The Latest  Early voting begins ahead of Wisconsin primary_2016-03-21_News.txt","The Latest  Early voting begins ahead of Wisconsin primary_2016-03-21_News.txt",1004,2962,208,"The Latest  Early voting begins ahead of Wisconsin primary",2016-03-21,"News",1,1,1,1,1,-14
"The Latest  Evidence speaks for Grim Sleeper's 10 victims _2016-5-02_News.txt","The Latest  Evidence speaks for Grim Sleeper's 10 victims _2016-5-02_News.txt",202,412,23,"The Latest  Evidence speaks for Grim Sleeper's 10 victims ",2016-05-02,"News",0,0,0,0,0,-30
"The Latest  France Belgium Work on Scores of Terror Cases_2016-03-21_News.txt","The Latest  France Belgium Work on Scores of Terror Cases_2016-03-21_News.txt",16,17,1,"The Latest  France Belgium Work on Scores of Terror Cases",2016-03-21,"News",0,0,0,0,0,3
"The Latest  Hollande to meet with Paris attack victims_2016-03-21_News.txt","The Latest  Hollande to meet with Paris attack victims_2016-03-21_News.txt",390,851,46,"The Latest  Hollande to meet with Paris attack victims",2016-03-21,"News",0,0,0,0,0,-14
"The Latest  Man charged in fatal shooting of 4-year-old girl_2016-04-18_news.txt","The Latest  Man charged in fatal shooting of 4-year-old girl_2016-04-18_news.txt",120,286,21,"The Latest  Man charged in fatal shooting of 4-year-old girl",2016-04-18,"news",0,0,0,0,0,-22
"The Latest  Obama Praises Cubans Passion for Liberty_2016-03-21_News.txt","The Latest  Obama Praises Cubans Passion for Liberty_2016-03-21_News.txt",16,17,1,"The Latest  Obama Praises Cubans Passion for Liberty",2016-03-21,"News",0,0,0,0,0,3
"The Latest  Revolution Plaza 1st Stop for Obama_2016-03-21_News.txt","The Latest  Revolution Plaza 1st Stop for Obama_2016-03-21_News.txt",16,17,1,"The Latest  Revolution Plaza 1st Stop for Obama",2016-03-21,"News",0,0,0,0,0,3
"The Latest  Trump calls Cruz a 'desperate candidate' _2016-5-03_News.txt","The Latest  Trump calls Cruz a 'desperate candidate' _2016-5-03_News.txt",330,733,62,"The Latest  Trump calls Cruz a 'desperate candidate' ",2016-05-03,"News",1,1,1,1,1,16
"The Lefts Push to Get Rid of Government Spending Transparency _2016-05-02_Politics.txt","The Lefts Push to Get Rid of Government Spending Transparency _2016-05-02_Politics.txt",51,64,3,"The Lefts Push to Get Rid of Government Spending Transparency ",2016-05-02,"Politics",0,0,0,0,0,1
"The Life Biz_2016-03-21_News.txt","The Life Biz_2016-03-21_News.txt",978,2748,154,"The Life Biz",2016-03-21,"News",0,0,0,0,0,79
"The Mail_2016-03-21_News.txt","The Mail_2016-03-21_News.txt",330,552,28,"The Mail",2016-03-21,"News",0,0,0,0,0,15
"The Man At The Center Of Iraq's Political Storm _2016-5-02_News.txt","The Man At The Center Of Iraq's Political Storm _2016-5-02_News.txt",307,536,27,"The Man At The Center Of Iraq's Political Storm ",2016-05-02,"News",0,0,0,0,0,-6
"The Man With No Money_2016-03-21_News.txt","The Man With No Money_2016-03-21_News.txt",388,1035,68,"The Man With No Money",2016-03-21,"News",0,0,0,0,0,0
"The Margin  Dramatic draw between Chelsea and Spurs puts Leicester City over Premier League finish line _2016-5-02_News.txt","The Margin  Dramatic draw between Chelsea and Spurs puts Leicester City over Premier League finish line _2016-5-02_News.txt",184,281,22,"The Margin  Dramatic draw between Chelsea and Spurs puts Leicester City over Premier League finish line ",2016-05-02,"News",0,0,0,0,0,16
"The Marvel Veteran Who Gave Script Notes On Doctor Strange - Cinema Blend_2016-04-13_News.txt","The Marvel Veteran Who Gave Script Notes On Doctor Strange - Cinema Blend_2016-04-13_News.txt",235,424,17,"The Marvel Veteran Who Gave Script Notes On Doctor Strange - Cinema Blend",2016-04-13,"News",0,0,0,0,0,11
"The Met Gala and the Honest Red Carpet _2016-5-03_News.txt","The Met Gala and the Honest Red Carpet _2016-5-03_News.txt",329,698,32,"The Met Gala and the Honest Red Carpet ",2016-05-03,"News",0,0,0,0,0,17
"The Most Exciting Attack On Partisan Gerrymandering In Over A Decade_2016-04-18_Politics.txt","The Most Exciting Attack On Partisan Gerrymandering In Over A Decade_2016-04-18_Politics.txt",666,1779,75,"The Most Exciting Attack On Partisan Gerrymandering In Over A Decade",2016-04-18,"Politics",0,0,0,0,0,16
"The Mutual Dependence of Donald Trump and the News Media - New York Times_2016-03-21_News.txt","The Mutual Dependence of Donald Trump and the News Media - New York Times_2016-03-21_News.txt",509,1027,55,"The Mutual Dependence of Donald Trump and the News Media - New York Times",2016-03-21,"News",1,1,1,0,0,11
"The My New Roots Recipe App_2015-12-11_Cooking.txt","The My New Roots Recipe App_2015-12-11_Cooking.txt",284,595,38,"The My New Roots Recipe App",2015-12-11,"Cooking",0,0,0,0,0,45
"The mysterious power of Trumps garish buildings _2016-04-28_Politics.txt","The mysterious power of Trumps garish buildings _2016-04-28_Politics.txt",435,855,44,"The mysterious power of Trumps garish buildings ",2016-04-28,"Politics",1,0,0,0,0,-19
"The New Fight  Cuba and the Movement for Democracy _2016-02-10_Politics.txt","The New Fight  Cuba and the Movement for Democracy _2016-02-10_Politics.txt",838,2379,81,"The New Fight  Cuba and the Movement for Democracy ",2016-02-10,"Politics",0,0,0,0,0,18
"The New Fight  Cuba and the Movement for Democracy_2016-02-10_Politics.txt","The New Fight  Cuba and the Movement for Democracy_2016-02-10_Politics.txt",838,2379,81,"The New Fight  Cuba and the Movement for Democracy",2016-02-10,"Politics",0,0,0,0,0,18
"The New York Commute in the 1930s _2016-5-03_News.txt","The New York Commute in the 1930s _2016-5-03_News.txt",25,26,1,"The New York Commute in the 1930s ",2016-05-03,"News",0,0,0,0,0,0
"The New York Post  Goldman Sachs probed in alleged rigging of Treasury market_2016-03-21_News.txt","The New York Post  Goldman Sachs probed in alleged rigging of Treasury market_2016-03-21_News.txt",248,487,21,"The New York Post  Goldman Sachs probed in alleged rigging of Treasury market",2016-03-21,"News",0,0,0,0,0,-14
"The NFL is taking a long hard look at the stickiness of gloves_2016-03-21_News.txt","The NFL is taking a long hard look at the stickiness of gloves_2016-03-21_News.txt",377,853,52,"The NFL is taking a long hard look at the stickiness of gloves",2016-03-21,"News",0,0,0,0,0,45
"The NYPD Kicked The Wrong Family Out Of Their Apartment_2016-04-12_News.txt","The NYPD Kicked The Wrong Family Out Of Their Apartment_2016-04-12_News.txt",0,0,0,"The NYPD Kicked The Wrong Family Out Of Their Apartment",2016-04-12,"News",0,0,0,0,0,0
"The Obamas enjoy rain-soaked tour of Cubas Old Havana  video_2016-03-21_News.txt","The Obamas enjoy rain-soaked tour of Cubas Old Havana  video_2016-03-21_News.txt",64,77,2,"The Obamas enjoy rain-soaked tour of Cubas Old Havana  video",2016-03-21,"News",0,0,0,0,0,2
"The One Strange Trick That Will Help You Live Longer  Have a Bunch of Money_2016-04-11_News.txt","The One Strange Trick That Will Help You Live Longer  Have a Bunch of Money_2016-04-11_News.txt",424,869,34,"The One Strange Trick That Will Help You Live Longer  Have a Bunch of Money",2016-04-11,"News",0,0,0,0,0,-11
"The Passion  Jesus Final Hours as Halftime Show_2016-03-21_News.txt","The Passion  Jesus Final Hours as Halftime Show_2016-03-21_News.txt",431,723,27,"The Passion  Jesus Final Hours as Halftime Show",2016-03-21,"News",0,0,0,0,0,14
"The Passion Was a Pep Rally Version of Jesus Death_2016-03-21_News.txt","The Passion Was a Pep Rally Version of Jesus Death_2016-03-21_News.txt",329,627,28,"The Passion Was a Pep Rally Version of Jesus Death",2016-03-21,"News",0,0,0,0,0,-6
"The Pay Gap Is Costing Women $500 Billion Per Year_2016-04-12_politics.txt","The Pay Gap Is Costing Women $500 Billion Per Year_2016-04-12_politics.txt",238,463,20,"The Pay Gap Is Costing Women $500 Billion Per Year",2016-04-12,"politics",0,0,0,0,0,1
"The Perfect Fit_2016-03-21_News.txt","The Perfect Fit_2016-03-21_News.txt",1038,3232,208,"The Perfect Fit",2016-03-21,"News",0,0,0,0,0,-27
"The Place That Wants Donald Trump Most_2016-04-17_news.txt","The Place That Wants Donald Trump Most_2016-04-17_news.txt",515,1040,59,"The Place That Wants Donald Trump Most",2016-04-17,"news",1,1,1,0,0,8
"The Place That Wants Donald Trump Most_2016-04-17_Politics.txt","The Place That Wants Donald Trump Most_2016-04-17_Politics.txt",515,1040,59,"The Place That Wants Donald Trump Most",2016-04-17,"Politics",1,1,1,0,0,8
"The plan to get every California kid into preschool_2016-04-13_News.txt","The plan to get every California kid into preschool_2016-04-13_News.txt",365,677,36,"The plan to get every California kid into preschool",2016-04-13,"News",0,0,0,0,0,9
"The Power of the Three-Item To-Do List_2016-03-21_News.txt","The Power of the Three-Item To-Do List_2016-03-21_News.txt",221,482,21,"The Power of the Three-Item To-Do List",2016-03-21,"News",0,0,0,0,0,41
"The Prettiest Way to Display Your Dyed Easter Eggs  Daily Find 03.21.16_2016-03-21_Cooking.txt","The Prettiest Way to Display Your Dyed Easter Eggs  Daily Find 03.21.16_2016-03-21_Cooking.txt",31,38,3,"The Prettiest Way to Display Your Dyed Easter Eggs  Daily Find 03.21.16",2016-03-21,"Cooking",0,0,0,0,0,-3
"The Prickly Lady Cocktail_2016-02-15_Cooking.txt","The Prickly Lady Cocktail_2016-02-15_Cooking.txt",325,671,38,"The Prickly Lady Cocktail",2016-02-15,"Cooking",0,0,0,0,0,24
"The problem with negative interest rates_2016-04-18_news.txt","The problem with negative interest rates_2016-04-18_news.txt",0,0,0,"The problem with negative interest rates",2016-04-18,"news",0,0,0,0,0,0
"The rapid DNA revolution _2016-2-24_News.txt","The rapid DNA revolution _2016-2-24_News.txt",704,1647,64,"The rapid DNA revolution ",2016-02-24,"News",0,0,0,0,0,-25
"The rapid DNA revolution_2016-02-24_news.txt","The rapid DNA revolution_2016-02-24_news.txt",704,1647,64,"The rapid DNA revolution",2016-02-24,"news",0,0,0,0,0,-25
"The real war on women  Wisconsin lawmaker pushing awful anti-trans bathroom bill supposedly to protect our women and girls _2016-5-02_News.txt","The real war on women  Wisconsin lawmaker pushing awful anti-trans bathroom bill supposedly to protect our women and girls _2016-5-02_News.txt",403,792,33,"The real war on women  Wisconsin lawmaker pushing awful anti-trans bathroom bill supposedly to protect our women and girls ",2016-05-02,"News",0,0,0,0,0,-5
"The Religious Right Is in a Battle for Souls and Its Losing to Donald Trump_2016-03-15_Politics.txt","The Religious Right Is in a Battle for Souls and Its Losing to Donald Trump_2016-03-15_Politics.txt",535,1024,70,"The Religious Right Is in a Battle for Souls and Its Losing to Donald Trump",2016-03-15,"Politics",1,1,1,0,0,-17
"The Renegade Woman Who Sorted the Stars_2016-03-21_News.txt","The Renegade Woman Who Sorted the Stars_2016-03-21_News.txt",396,819,38,"The Renegade Woman Who Sorted the Stars",2016-03-21,"News",0,0,0,0,0,7
"The Republicans SCOTUS obstruction proves that things are only going to get worse in Washington_2016-03-21_News.txt","The Republicans SCOTUS obstruction proves that things are only going to get worse in Washington_2016-03-21_News.txt",363,713,26,"The Republicans SCOTUS obstruction proves that things are only going to get worse in Washington",2016-03-21,"News",0,0,0,0,0,4
"The revolutionary idea that sex should feel good for teen girls too _2016-5-02_News.txt","The revolutionary idea that sex should feel good for teen girls too _2016-5-02_News.txt",549,1367,65,"The revolutionary idea that sex should feel good for teen girls too ",2016-05-02,"News",0,0,0,0,0,21
"The Rise of Work Chat Anti-Hype_2016-03-08_Tech.txt","The Rise of Work Chat Anti-Hype_2016-03-08_Tech.txt",234,551,25,"The Rise of Work Chat Anti-Hype",2016-03-08,"Tech",0,0,0,0,0,10
"The robot you will soon be dating..._2016-04-18_news.txt","The robot you will soon be dating..._2016-04-18_news.txt",172,365,20,"The robot you will soon be dating...",2016-04-18,"news",0,0,0,0,0,21
"The Russian YouTube star and the anime Nazi_2016-04-17_news.txt","The Russian YouTube star and the anime Nazi_2016-04-17_news.txt",328,661,46,"The Russian YouTube star and the anime Nazi",2016-04-17,"news",1,0,0,0,0,0
"The Scarcity Fallacy_2016-02-03_Cooking.txt","The Scarcity Fallacy_2016-02-03_Cooking.txt",393,681,42,"The Scarcity Fallacy",2016-02-03,"Cooking",0,0,0,0,0,16
"The secret life of a trainee brain surgeon  its all about the drilling   Anonymous_2016-04-18_news.txt","The secret life of a trainee brain surgeon  its all about the drilling   Anonymous_2016-04-18_news.txt",0,0,0,"The secret life of a trainee brain surgeon  its all about the drilling   Anonymous",2016-04-18,"news",0,0,0,0,0,0
"The secret of a happy marriage  Low expectations   Daisy Buchanan_2016-03-21_News.txt","The secret of a happy marriage  Low expectations   Daisy Buchanan_2016-03-21_News.txt",0,0,0,"The secret of a happy marriage  Low expectations   Daisy Buchanan",2016-03-21,"News",0,0,0,0,0,0
"The Single Worst Argument Against Confirming Merrick Garland_2016-03-21_Politics.txt","The Single Worst Argument Against Confirming Merrick Garland_2016-03-21_Politics.txt",319,565,27,"The Single Worst Argument Against Confirming Merrick Garland",2016-03-21,"Politics",0,0,0,0,0,-7
"The Smart Way to Make Perfectly Clear Cocktail Ice_2016-03-21_Tech.txt","The Smart Way to Make Perfectly Clear Cocktail Ice_2016-03-21_Tech.txt",108,172,10,"The Smart Way to Make Perfectly Clear Cocktail Ice",2016-03-21,"Tech",0,0,0,0,0,9
"The Solar-Powered Plane Landing in Arizona _2016-5-03_News.txt","The Solar-Powered Plane Landing in Arizona _2016-5-03_News.txt",194,337,14,"The Solar-Powered Plane Landing in Arizona ",2016-05-03,"News",0,0,0,0,0,15
"The solution to (nearly) everything  working less   Rutger Bregman_2016-04-18_news.txt","The solution to (nearly) everything  working less   Rutger Bregman_2016-04-18_news.txt",0,0,0,"The solution to (nearly) everything  working less   Rutger Bregman",2016-04-18,"news",0,0,0,0,0,0
"The Squirrel Syndrome _2016-4-15_News.txt","The Squirrel Syndrome _2016-4-15_News.txt",0,0,0,"The Squirrel Syndrome ",2016-04-15,"News",0,0,0,0,0,0
"The start of a Cruz-Rubio ticket _2016-04-13_politics.txt","The start of a Cruz-Rubio ticket _2016-04-13_politics.txt",42,47,3,"The start of a Cruz-Rubio ticket ",2016-04-13,"politics",0,0,1,0,0,2
"The Story Behind Sarah Jessica Parkers Hamilton-Inspired Met Gala Look _2016-5-03_News.txt","The Story Behind Sarah Jessica Parkers Hamilton-Inspired Met Gala Look _2016-5-03_News.txt",398,875,43,"The Story Behind Sarah Jessica Parkers Hamilton-Inspired Met Gala Look ",2016-05-03,"News",0,0,0,0,0,56
"The Story Behind the Cover of VICE's April Issue_2016-04-13_News.txt","The Story Behind the Cover of VICE's April Issue_2016-04-13_News.txt",219,390,34,"The Story Behind the Cover of VICE's April Issue",2016-04-13,"News",0,0,0,0,0,13
"The Supreme Court seems inclined to loosen bribery rules for politicians _2016-04-28_Politics.txt","The Supreme Court seems inclined to loosen bribery rules for politicians _2016-04-28_Politics.txt",526,1073,43,"The Supreme Court seems inclined to loosen bribery rules for politicians ",2016-04-28,"Politics",0,1,0,0,0,-20
"The Surprising Sexual Harassment Scandal Accompanying Tennessees Anti-Transgender Bill_2016-04-12_politics.txt","The Surprising Sexual Harassment Scandal Accompanying Tennessees Anti-Transgender Bill_2016-04-12_politics.txt",303,509,26,"The Surprising Sexual Harassment Scandal Accompanying Tennessees Anti-Transgender Bill",2016-04-12,"politics",0,0,0,0,0,-34
"The time has come to turn up the heat on those who are wrecking planet Earth _2016-5-03_News.txt","The time has come to turn up the heat on those who are wrecking planet Earth _2016-5-03_News.txt",0,0,0,"The time has come to turn up the heat on those who are wrecking planet Earth ",2016-05-03,"News",0,0,0,0,0,0
"The true fascination of bitcoin is not its mystery inventor   Dominic Frisby _2016-5-03_News.txt","The true fascination of bitcoin is not its mystery inventor   Dominic Frisby _2016-5-03_News.txt",0,0,0,"The true fascination of bitcoin is not its mystery inventor   Dominic Frisby ",2016-05-03,"News",0,0,0,0,0,0
"The Two-Mile-Long Tunnel Beneath Seattle Makes Humans Look So Tiny_2016-03-21_Tech.txt","The Two-Mile-Long Tunnel Beneath Seattle Makes Humans Look So Tiny_2016-03-21_Tech.txt",70,101,8,"The Two-Mile-Long Tunnel Beneath Seattle Makes Humans Look So Tiny",2016-03-21,"Tech",0,0,0,0,0,2
"The U.S. has worst elections of any long-established democracy report finds_2016-03-21_News.txt","The U.S. has worst elections of any long-established democracy report finds_2016-03-21_News.txt",310,530,29,"The U.S. has worst elections of any long-established democracy report finds",2016-03-21,"News",0,0,0,0,0,-3
"The Ukraine Example  Nuclear Disarmament Doesnt Pay _2016-02-10_Politics.txt","The Ukraine Example  Nuclear Disarmament Doesnt Pay _2016-02-10_Politics.txt",729,1810,68,"The Ukraine Example  Nuclear Disarmament Doesnt Pay ",2016-02-10,"Politics",0,0,0,0,0,-23
"The Ukraine Example  Nuclear Disarmament Doesnt Pay_2016-02-10_Politics.txt","The Ukraine Example  Nuclear Disarmament Doesnt Pay_2016-02-10_Politics.txt",0,0,0,"The Ukraine Example  Nuclear Disarmament Doesnt Pay",2016-02-10,"Politics",0,0,0,0,0,0
"The Untapped Market for Wearables and Aging_2016-03-10_Tech.txt","The Untapped Market for Wearables and Aging_2016-03-10_Tech.txt",285,539,29,"The Untapped Market for Wearables and Aging",2016-03-10,"Tech",0,0,0,0,0,1
"The VICE Guide to Right Now  A Porn Site Has Started Blocking North Carolina Users Over the State's Anti-LGBT Law_2016-04-11_News.txt","The VICE Guide to Right Now  A Porn Site Has Started Blocking North Carolina Users Over the State's Anti-LGBT Law_2016-04-11_News.txt",132,200,12,"The VICE Guide to Right Now  A Porn Site Has Started Blocking North Carolina Users Over the State's Anti-LGBT Law",2016-04-11,"News",1,0,0,0,0,-9
"The VICE Guide to Right Now  Trump Is the Next Reagan, According to Paper Owned by Trump's Son-in-Law_2016-04-12_News.txt","The VICE Guide to Right Now  Trump Is the Next Reagan, According to Paper Owned by Trump's Son-in-Law_2016-04-12_News.txt",251,428,19,"The VICE Guide to Right Now  Trump Is the Next Reagan, According to Paper Owned by Trump's Son-in-Law",2016-04-12,"News",1,0,0,0,0,16
"The VICE Guide to Right Now  Trump's Kids Can't Vote for Him in New York Because They Screwed Up_2016-04-11_News.txt","The VICE Guide to Right Now  Trump's Kids Can't Vote for Him in New York Because They Screwed Up_2016-04-11_News.txt",152,211,11,"The VICE Guide to Right Now  Trump's Kids Can't Vote for Him in New York Because They Screwed Up",2016-04-11,"News",1,0,0,0,0,-12
"The VICE Guide to the 2016 Election  Can Bernie Sanders Win Without God _2016-04-13_News.txt","The VICE Guide to the 2016 Election  Can Bernie Sanders Win Without God _2016-04-13_News.txt",474,1013,42,"The VICE Guide to the 2016 Election  Can Bernie Sanders Win Without God ",2016-04-13,"News",1,1,1,1,0,32
"The VICE Guide to the 2016 Election  These Brothers Love Trump So Much They Formed a Rock Band_2016-04-12_News.txt","The VICE Guide to the 2016 Election  These Brothers Love Trump So Much They Formed a Rock Band_2016-04-12_News.txt",461,1134,52,"The VICE Guide to the 2016 Election  These Brothers Love Trump So Much They Formed a Rock Band",2016-04-12,"News",1,0,1,1,0,24
"The VICE Guide to the 2016 Election  What Wisconsin Tells Us About the Inevitable Chaos at the Republican Convention_2016-04-12_News.txt","The VICE Guide to the 2016 Election  What Wisconsin Tells Us About the Inevitable Chaos at the Republican Convention_2016-04-12_News.txt",614,1498,55,"The VICE Guide to the 2016 Election  What Wisconsin Tells Us About the Inevitable Chaos at the Republican Convention",2016-04-12,"News",1,1,1,0,0,-12
"The VICE Guide to the 2016 Election  Which Presidential Candidate Would Be Best for Broke Young People _2016-04-12_News.txt","The VICE Guide to the 2016 Election  Which Presidential Candidate Would Be Best for Broke Young People _2016-04-12_News.txt",630,1782,105,"The VICE Guide to the 2016 Election  Which Presidential Candidate Would Be Best for Broke Young People ",2016-04-12,"News",1,1,1,1,1,32
"The VICE Morning Bulletin_2016-03-21_News.txt","The VICE Morning Bulletin_2016-03-21_News.txt",393,738,60,"The VICE Morning Bulletin",2016-03-21,"News",1,0,0,0,0,-16
"The VICE Morning Bulletin_2016-04-12_News.txt","The VICE Morning Bulletin_2016-04-12_News.txt",400,806,56,"The VICE Morning Bulletin",2016-04-12,"News",1,0,1,0,0,-22
"The Violent Remaking of Appalachia_2016-03-21_News.txt","The Violent Remaking of Appalachia_2016-03-21_News.txt",742,1701,80,"The Violent Remaking of Appalachia",2016-03-21,"News",1,0,0,0,0,-30
"The Walking Dead  The Walking Dead Season 6 Episode 14  The Hair Makes the Man_2016-03-21_News.txt","The Walking Dead  The Walking Dead Season 6 Episode 14  The Hair Makes the Man_2016-03-21_News.txt",548,1106,61,"The Walking Dead  The Walking Dead Season 6 Episode 14  The Hair Makes the Man",2016-03-21,"News",0,0,0,0,0,7
"The Wall Street Journal  Acacia Communications sets price range for IPO next week _2016-5-02_News.txt","The Wall Street Journal  Acacia Communications sets price range for IPO next week _2016-5-02_News.txt",93,135,8,"The Wall Street Journal  Acacia Communications sets price range for IPO next week ",2016-05-02,"News",0,0,0,0,0,3
"The Wall Street Journal  China launches Baidu probe after student death _2016-5-02_News.txt","The Wall Street Journal  China launches Baidu probe after student death _2016-5-02_News.txt",132,195,9,"The Wall Street Journal  China launches Baidu probe after student death ",2016-05-02,"News",0,0,0,0,0,-12
"The Wall Street Journal  France steps up austerity measures as it grapples with budget_2016-04-13_News.txt","The Wall Street Journal  France steps up austerity measures as it grapples with budget_2016-04-13_News.txt",156,249,12,"The Wall Street Journal  France steps up austerity measures as it grapples with budget",2016-04-13,"News",0,0,0,0,0,-8
"The Wall Street Journal  Greenpeace secures draft E.U.-U.S. trade pact, criticizes deal _2016-5-02_News.txt","The Wall Street Journal  Greenpeace secures draft E.U.-U.S. trade pact, criticizes deal _2016-5-02_News.txt",138,199,9,"The Wall Street Journal  Greenpeace secures draft E.U.-U.S. trade pact, criticizes deal ",2016-05-02,"News",0,0,0,0,0,-1
"The Wall Street Journal  Leicester City overcomes history and 5,000-to-1 odds to win Premier League _2016-5-02_News.txt","The Wall Street Journal  Leicester City overcomes history and 5,000-to-1 odds to win Premier League _2016-5-02_News.txt",123,172,9,"The Wall Street Journal  Leicester City overcomes history and 5,000-to-1 odds to win Premier League ",2016-05-02,"News",0,0,0,0,0,5
"The Wall Street Journal  Peabody Energy files for Chapter 11 bankruptcy_2016-04-13_News.txt","The Wall Street Journal  Peabody Energy files for Chapter 11 bankruptcy_2016-04-13_News.txt",117,180,10,"The Wall Street Journal  Peabody Energy files for Chapter 11 bankruptcy",2016-04-13,"News",0,0,0,0,0,-1
"The Wall Street Journal  Puerto Rico misses payment as debt crisis escalates _2016-5-02_News.txt","The Wall Street Journal  Puerto Rico misses payment as debt crisis escalates _2016-5-02_News.txt",246,376,21,"The Wall Street Journal  Puerto Rico misses payment as debt crisis escalates ",2016-05-02,"News",0,0,0,0,0,-16
"The Wall Street Journal  SEC sanctions speed bumps as it delays IEX stock exchange application_2016-03-21_News.txt","The Wall Street Journal  SEC sanctions speed bumps as it delays IEX stock exchange application_2016-03-21_News.txt",157,245,13,"The Wall Street Journal  SEC sanctions speed bumps as it delays IEX stock exchange application",2016-03-21,"News",0,0,0,0,0,6
"The Wall Street Journal  The bad news and less-bad news about student loans _2016-5-02_News.txt","The Wall Street Journal  The bad news and less-bad news about student loans _2016-5-02_News.txt",115,171,10,"The Wall Street Journal  The bad news and less-bad news about student loans ",2016-05-02,"News",0,0,0,0,0,0
"The Whos Sure  State _2016-05-02_Politics.txt","The Whos Sure  State _2016-05-02_Politics.txt",456,891,44,"The Whos Sure  State ",2016-05-02,"Politics",1,0,1,0,0,-5
"The worlds cheapest Michelin-starred restaurant is coming to New York_2016-04-18_news.txt","The worlds cheapest Michelin-starred restaurant is coming to New York_2016-04-18_news.txt",151,247,15,"The worlds cheapest Michelin-starred restaurant is coming to New York",2016-04-18,"news",0,0,0,0,0,11
"The Worlds Most Urgent Science Project_2016-03-21_News.txt","The Worlds Most Urgent Science Project_2016-03-21_News.txt",483,1012,52,"The Worlds Most Urgent Science Project",2016-03-21,"News",0,0,0,0,0,5
"Theft of sausage and cheese by hungry homeless man 'not a crime' _2016-5-03_News.txt","Theft of sausage and cheese by hungry homeless man 'not a crime' _2016-5-03_News.txt",299,572,17,"Theft of sausage and cheese by hungry homeless man 'not a crime' ",2016-05-03,"News",0,0,0,0,0,-14
"Theory_2016-03-21_News.txt","Theory_2016-03-21_News.txt",69,86,7,"Theory",2016-03-21,"News",0,0,0,0,0,-5
"There Are 86400 Seconds in a Day -- How Are You Going to Spend Them _2016-03-21_News.txt","There Are 86400 Seconds in a Day -- How Are You Going to Spend Them _2016-03-21_News.txt",80,199,21,"There Are 86400 Seconds in a Day -- How Are You Going to Spend Them ",2016-03-21,"News",0,0,0,0,0,-3
"There Is No Bernie Sanders Movement_2016-04-18_news.txt","There Is No Bernie Sanders Movement_2016-04-18_news.txt",1325,4444,230,"There Is No Bernie Sanders Movement",2016-04-18,"news",1,1,0,1,0,104
"There's No Place Like Home, Problem is There Is No Home _2016-4-15_News.txt","There's No Place Like Home, Problem is There Is No Home _2016-4-15_News.txt",0,0,0,"There's No Place Like Home, Problem is There Is No Home ",2016-04-15,"News",0,0,0,0,0,0
"There's No Place Like Home, Problem is There Is No Home_2016-04-15_news.txt","There's No Place Like Home, Problem is There Is No Home_2016-04-15_news.txt",0,0,0,"There's No Place Like Home, Problem is There Is No Home",2016-04-15,"news",0,0,0,0,0,0
"Theres no proof opioids caused Princes death. The specter is still revealing   Ann Neumann _2016-5-03_News.txt","Theres no proof opioids caused Princes death. The specter is still revealing   Ann Neumann _2016-5-03_News.txt",0,0,0,"Theres no proof opioids caused Princes death. The specter is still revealing   Ann Neumann ",2016-05-03,"News",0,0,0,0,0,0
"Theres nowt wrong with dialects, nothing broke ass about slang   Stan Carey _2016-5-03_News.txt","Theres nowt wrong with dialects, nothing broke ass about slang   Stan Carey _2016-5-03_News.txt",0,0,0,"Theres nowt wrong with dialects, nothing broke ass about slang   Stan Carey ",2016-05-03,"News",0,0,0,0,0,0
"These 3 alien planets around a tiny, cold star just might support life _2016-5-03_News.txt","These 3 alien planets around a tiny, cold star just might support life _2016-5-03_News.txt",386,982,38,"These 3 alien planets around a tiny, cold star just might support life ",2016-05-03,"News",0,0,0,0,0,21
"These 54 People Could Determine the Republican Nomination_2016-04-12_politics.txt","These 54 People Could Determine the Republican Nomination_2016-04-12_politics.txt",471,1283,58,"These 54 People Could Determine the Republican Nomination",2016-04-12,"politics",1,0,1,0,1,40
"These Are The Original Star Wars Trilogy Roadshow Screenings You Have Been Looking For_2016-04-12_News.txt","These Are The Original Star Wars Trilogy Roadshow Screenings You Have Been Looking For_2016-04-12_News.txt",0,0,0,"These Are The Original Star Wars Trilogy Roadshow Screenings You Have Been Looking For",2016-04-12,"News",0,0,0,0,0,0
"These council elections will do nothing to calm local turbulence   Peter Hetherington _2016-5-03_News.txt","These council elections will do nothing to calm local turbulence   Peter Hetherington _2016-5-03_News.txt",0,0,0,"These council elections will do nothing to calm local turbulence   Peter Hetherington ",2016-05-03,"News",0,0,0,0,0,0
"They Died Too Young But Their Spirits Live_2016-03-21_News.txt","They Died Too Young But Their Spirits Live_2016-03-21_News.txt",381,794,41,"They Died Too Young But Their Spirits Live",2016-03-21,"News",0,0,0,0,0,-1
"Thibaut Courtois says he is 100  committed to Chelsea _2016-5-03_News.txt","Thibaut Courtois says he is 100  committed to Chelsea _2016-5-03_News.txt",164,273,16,"Thibaut Courtois says he is 100  committed to Chelsea ",2016-05-03,"News",0,0,0,0,0,13
"THIEL GETS REAL  EVERYTHING Overvalued..._2016-04-13_News.txt","THIEL GETS REAL  EVERYTHING Overvalued..._2016-04-13_News.txt",135,206,10,"THIEL GETS REAL  EVERYTHING Overvalued...",2016-04-13,"News",0,0,0,0,0,-2
